"Title","Author","Shelved","Avg. Rating","Ratings","Year"
"Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy","Cathy O'Neil","49","3.89","23922","2016.0"
"Practical Statistics for Data Scientists: 50 Essential Concepts","Peter Bruce","49","4.0","443",""
"Statistical Rethinking: A Bayesian Course with Examples in R and Stan","Richard McElreath","49","4.71","332","2015.0"
"The Theory That Would Not Die: How Bayes' Rule Cracked the Enigma Code, Hunted Down Russian Submarines, and Emerged Triumphant from Two Centuries of Controversy","Sharon Bertsch McGrayne","49","3.75","2411","2011.0"
"Probability Theory: The Logic of Science","E.T. Jaynes","46","4.4","599","1999.0"
"Statistical Inference","George Casella","45","4.14","349","2001.0"
"How Not to Be Wrong: The Power of Mathematical Thinking","Jordan Ellenberg","40","3.96","17985","2014.0"
"Thinking Statistically","Uri Bram","38","3.86","922","2011.0"
"Statistical Models: Theory and Practice","David Freedman","37","4.19","68","2005.0"
"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, Lego, and Rubber Ducks","Will Kurt","36","4.15","328",""
"The Seven Pillars of Statistical Wisdom","Stephen M. Stigler","35","3.71","449","2016.0"
"Outliers: The Story of Success","Malcolm Gladwell","34","4.19","717546","2008.0"
"Discovering Statistics Using R","Andy Field","33","4.27","319","2012.0"
"Thinking, Fast and Slow","Daniel Kahneman","33","4.18","438841","2011.0"
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data","Hadley Wickham","32","4.57","1013","2016.0"
"Discovering Statistics Using SPSS","Andy Field","32","4.17","1552","2000.0"
"Dataclysm: Who We Are","Christian Rudder","32","3.74","11682","2014.0"
"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt","32","4.0","128930","2009.0"
"Invisible Women: Data Bias in a World Designed for Men","Caroline Criado Pérez","29","4.37","86397","2019.0"
"Principles of Statistics","M.G. Bulmer","29","3.98","1394","2012.0"
"Super Crunchers: Why Thinking-By-Numbers Is the New Way to Be Smart","Ian Ayres","29","3.7","5700","2007.0"
"Applied Predictive Modeling","Max Kuhn","28","4.41","310","2013.0"
"Causality: Models, Reasoning, and Inference","Judea Pearl","28","4.16","289","2000.0"
"A Field Guide to Lies: Critical Thinking in the Information Age","Daniel J. Levitin","27","3.76","3914","2016.0"
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are","Seth Stephens-Davidowitz","26","3.91","37987","2017.0"
"Statistics: A Very Short Introduction","David J. Hand","26","3.5","481","2008.0"
"Data Analysis Using Regression and Multilevel Hierarchical Models","Andrew Gelman","26","4.34","266","2006.0"
"Pattern Recognition and Machine Learning","Christopher M. Bishop","26","4.31","1729","2006.0"
"OpenIntro Statistics","David M. Diez","25","4.05","234","2012.0"
"Statistics in Plain English","Timothy C. Urdan","25","3.89","335","2001.0"
"Antifragile: Things That Gain from Disorder","Nassim Nicholas Taleb","24","4.1","46941","2012.0"
"Fifty Challenging Problems in Probability with Solutions","Frederick Mosteller","24","4.13","309","1965.0"
"Against the Gods: The Remarkable Story of Risk","Peter L. Bernstein","24","3.95","12812","1996.0"
"The Improbability Principle: Why Coincidences, Miracles, and Rare Events Happen Every Day","David J. Hand","23","3.72","1604","2014.0"
"Statistics Without Tears: An Introduction for Non-Mathematicians","Derek Rowntree","22","3.97","555","1981.0"
"Numbers Rule Your World: The Hidden Influence of Probabilities and Statistics on Everything You Do","Kaiser Fung","22","3.57","1192","2010.0"
"Mostly Harmless Econometrics: An Empiricist's Companion","Joshua D. Angrist","21","4.14","884","2008.0"
"The History of Statistics: The Measurement of Uncertainty Before 1900","Stephen M. Stigler","21","4.11","91","1986.0"
"Causal Inference in Statistics: A Primer","Judea Pearl","20","4.12","183","2016.0"
"Standard Deviations: Flawed Assumptions, Tortured Data, and Other Ways to Lie with Statistics","Gary Smith","20","3.91","641","2014.0"
"Introduction to Probability","Joseph K. Blitzstein","20","4.56","118","2014.0"
"ggplot2: Elegant Graphics for Data Analysis","Hadley Wickham","19","4.35","338","2009.0"
"Probability and Statistics","Morris H. DeGroot","19","3.87","126","1975.0"
"Think Bayes","Allen B. Downey","18","3.91","246","2012.0"
"Deep Learning","Ian Goodfellow","17","4.43","1683","2016.0"
"Exploratory Data Analysis","John W. Tukey","17","4.19","62","1977.0"
"Head First Statistics","Dawn Griffiths","17","3.94","255","2008.0"
"Statistics on the Table: The History of Statistical Concepts and Methods","Stephen M. Stigler","17","4.1","48","1999.0"
"Bernoulli's Fallacy: Statistical Illogic and the Crisis of Modern Science","Aubrey Clayton","16","4.33","193",""
"Regression and Other Stories","Andrew Gelman","16","4.21","72",""
"Algorithms to Live By: The Computer Science of Human Decisions","Brian Christian","16","4.13","27776","2016.0"
"Bayesian Methods for Hackers: Probabilistic Programming and Bayesian Inference","Cameron Davidson-Pilon","16","4.05","184","2014.0"
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics","Paul Teetor","16","4.05","437","2011.0"
"Calculated Risks: How to Know When Numbers Deceive You","Gerd Gigerenzer","16","4.0","594","2002.0"
"Mathematical Statistics with Applications","Dennis D. Wackerly","16","3.69","147","1995.0"
"An Introduction to Probability Theory and Its Applications, Volume 1","William Feller","16","4.31","153","1968.0"
"The Tiger That Isn't: Seeing Through a World of Numbers","Michael Blastland","16","3.93","590","2007.0"
"Applied Multivariate Statistical Analysis","Richard A.  Johnson","16","4.08","119","1982.0"
"Damned Lies and Statistics: Untangling Numbers from the Media, Politicians, and Activists","Joel Best","16","3.74","715","1998.0"
"Statistics for Dummies","Deborah J. Rumsey","16","3.62","591","2003.0"
"Computer Age Statistical Inference: Algorithms, Evidence, and Data Science","Bradley Efron","15","4.41","116",""
"The Art of R Programming: A Tour of Statistical Software Design","Norman Matloff","15","4.02","571","2011.0"
"Fortune's Formula: The Untold Story of the Scientific Betting System That Beat the Casinos and Wall Street","William Poundstone","15","4.19","3856","2006.0"
"What is a P-Value Anyway? 34 Stories to Help You Actually Understand Statistics","Andrew J. Vickers","15","3.9","213","2009.0"
"Using Multivariate Statistics","Barbara G. Tabachnick","15","3.87","224","1983.0"
"The Flaw of Averages: Why We Underestimate Risk in the Face of Uncertainty","Sam L. Savage","15","3.85","514","2009.0"
"Statistics As Principled Argument","Robert P. Abelson","15","4.12","100","1995.0"
"Introduction to Mathematical Statistics","Robert V. Hogg","15","3.6","103","1962.0"
"Envisioning Information","Edward R. Tufte","15","4.23","7751","1990.0"
"Storytelling with Data: A Data Visualization Guide for Business Professionals","Cole Nussbaumer Knaflic","14","4.4","5462","2015.0"
"Mastering 'Metrics: The Path from Cause to Effect","Joshua D. Angrist","14","4.25","640","2014.0"
"Understanding the New Statistics: Effect Sizes, Confidence Intervals, and Meta-Analysis","Geoff Cumming","14","4.21","63","2011.0"
"R Graphics Cookbook: Practical Recipes for Visualizing Data","Winston Chang","14","4.24","294","2012.0"
"Statistics for Experimenters: Design, Innovation, and Discovery","George E.P. Box","14","4.41","81","1978.0"
"Visualize This: The FlowingData Guide to Design, Visualization, and Statistics","Nathan Yau","14","3.88","1162","2011.0"
"How to Measure Anything: Finding the Value of ""Intangibles"" in Business","Douglas W. Hubbard","14","3.9","3205","1985.0"
"Introductory Statistics with R","Peter Dalgaard","14","3.82","194","2002.0"
"Calling Bullshit: The Art of Skepticism in a Data-Driven World","Carl T. Bergstrom","13","4.15","3327","2020.0"
"How Charts Lie: Getting Smarter about Visual Information","Alberto Cairo","13","4.07","969","2019.0"
"The Model Thinker: What You Need to Know to Make Data Work for You","Scott E. Page","13","3.91","723","2018.0"
"Bayesian Reasoning and Machine Learning","David Barber","13","4.12","185","2012.0"
"Forecasting: Principles and Practice","Rob J. Hyndman","13","4.44","159","2013.0"
"Data Science for Business: What you need to know about data mining and data-analytic thinking","Foster Provost","13","4.14","2154","2013.0"
"Machine Learning: A Probabilistic Perspective","Kevin P. Murphy","13","4.35","496",""
"Innumeracy: Mathematical Illiteracy and Its Consequences","John Allen Paulos","13","3.78","4885","1988.0"
"Introduction to Probability Models","Sheldon M. Ross","13","3.99","219","1972.0"
"The Emergence of Probability: A Philosophical Study of Early Ideas about Probability, Induction and Statistical Inference","Ian Hacking","13","3.95","193","1975.0"
"Mathematical Statistics and Data Analysis","John A. Rice","13","3.83","166","1988.0"
"Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python","Peter Bruce","12","4.29","121",""
"Information Theory, Inference, and Learning Algorithms","David J.C. MacKay","12","4.51","428","2002.0"
"Linear Models with R","Julian James Faraway","12","4.09","80","2004.0"
"The Foundations of Statistics","Leonard J. Savage","12","3.95","39","1972.0"
"The Cult of Statistical Significance: How the Standard Error Costs Us Jobs, Justice, and Lives","Stephen T. Ziliak","12","3.69","145","2008.0"
"Applied Linear Regression Models","Michael H. Kutner","12","3.85","107","2003.0"
"Noise: A Flaw in Human Judgment","Daniel Kahneman","11","3.65","9016","2021.0"
"A Student’s Guide to Bayesian Statistics","Ben Lambert","11","4.39","61",""
"Skin in the Game: The Hidden Asymmetries in Daily Life","Nassim Nicholas Taleb","11","3.89","23672","2018.0"
"Bayes Theorem: A Visual Introduction For Beginners","Dan Morris","11","3.88","768","2016.0"
"Statistics for People Who","Neil J. Salkind","11","3.68","657","2000.0"
"The Cartoon Introduction to Statistics","Grady Klein","11","3.9","332","2013.0"
"The Essential Guide to Effect Sizes","Paul D. Ellis","11","4.39","77","2010.0"
"Regression Modeling Strategies: With Applications to Linear Models, Logistic Regression, and Survival Analysis","Frank E. Harrell Jr.","11","4.41","22","2010.0"
"Python for Data Analysis","Wes McKinney","11","4.15","2073","2011.0"
"Probability And Statistics For Engineers And Scientists","Ronald E. Walpole","11","4.04","396","1978.0"
"Teaching Statistics: A Bag of Tricks","Andrew Gelman","11","3.92","61","2002.0"
"A First Course in Probability","Sheldon M. Ross","11","3.93","473","1976.0"
"Introduction to the Practice of Statistics","David S. Moore","11","3.18","248","1989.0"
"Design and Analysis of Experiments","Douglas C. Montgomery","11","4.06","215","1976.0"
"Beautiful Evidence","Edward R. Tufte","11","4.15","2260","2006.0"
"Advanced R","Hadley Wickham","10","4.55","264","2014.0"
"Statistical Consequences of Fat Tails: Real World Preasymptotics, Epistemology, and Applications","Nassim Nicholas Taleb","10","4.31","122",""
"Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts","Annie Duke","10","3.83","14711","2018.0"
"Nabokov's Favorite Word Is Mauve: What the Numbers Reveal About the Classics, Bestsellers, and Our Own Writing","Ben Blatt","10","3.83","1815","2017.0"
"Introduction to Probability","Dimitri P. Bertsekas","10","4.25","191","2002.0"
"A Mind for Numbers: How to Excel at Math and Science","Barbara Oakley","10","4.21","18303","2014.0"
"Think Like a Freak","Steven D. Levitt","10","3.85","52179","2014.0"
"Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman","10","4.13","968","2013.0"
"The Manga Guide to Statistics","Shin Takahashi","10","3.94","364","2008.0"
"Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference","Judea Pearl","10","4.29","70","1988.0"
"Scorecasting: The Hidden Influences Behind How Sports Are Played and Games Are Won","Tobias J. Moskowitz","10","3.82","5468","2011.0"
"Principles and Practice of Structural Equation Modeling","Rex B. Kline","10","4.08","181","1998.0"
"Gaussian Processes for Machine Learning","Carl Edward Rasmussen","10","4.19","88","2005.0"
"Applied Multiple Regression/Correlation Analysis for the Behavioral Sciences","Jacob Cohen","10","3.75","125","1975.0"
"Econometric Analysis","William H. Greene","10","4.06","350","1990.0"
"Statistical Models and Causal Inference: A Dialogue with the Social Sciences","David Freedman","10","3.93","15","2009.0"
"All of Nonparametric Statistics","Larry Wasserman","10","4.14","36","2005.0"
"Head First Data Analysis: A Learner's Guide to Big Numbers, Statistics, and Good Decisions","Michael G. Milton","10","3.67","267","2009.0"
"Data Analysis: A Bayesian Tutorial","Devinderjit Singh Sivia","10","4.13","93","1996.0"
"Categorical Data Analysis","Alan Agresti","10","4.26","74","1990.0"
"Causal Inference: The Mixtape","Scott  Cunningham","9","4.35","114",""
"An Adventure in Statistics: The Reality Enigma","Andy Field","9","4.02","108",""
"Data Science from Scratch: First Principles with Python","Joel Grus","9","3.91","982","2015.0"
"Statistical Methods","S.P. Gupta","9","3.65","537",""
"Doing Data Science","Cathy O'Neil","9","3.71","547","2013.0"
"Statistics for Management","Richard I. Levin","9","4.06","229","1978.0"
"Big Data: A Revolution That Will Transform How We Live, Work, and Think","Viktor Mayer-Schönberger","9","3.69","8390","2013.0"
"Time Series Analysis","James Douglas Hamilton","9","4.3","116","1994.0"
"A Mathematician Reads the Newspaper","John Allen Paulos","9","3.59","953","1995.0"
"Time Series Analysis and Its Applications: With R Examples","Robert H. Shumway","9","3.64","50","2000.0"
"Introduction to Error Analysis: The Study of Uncertainties in Physical Measurements","John R. Taylor","9","4.15","245","1982.0"
"Probability: A Very Short Introduction","John Haigh","9","3.45","179","2012.0"
"Statistics II for Dummies","Deborah J. Rumsey","9","3.82","98","2009.0"
"Counterfactuals and Causal Inference: Methods and Principles for Social Research","Stephen L. Morgan","9","3.92","93","2007.0"
"The Grammar of Graphics","Leland Wilkinson","9","4.16","81","1999.0"
"Now You See It: Simple Visualization Techniques for Quantitative Analysis","Stephen Few","9","4.17","660","2009.0"
"Stochastic Differential Equations: An Introduction with Applications","Bernt Øksendal","9","4.1","69","1985.0"
"Applied Statistics and Probability for Engineers [With Free Access to Online Student Resources]","Douglas C. Montgomery","9","3.44","142","1994.0"
"Numbers Don't Lie: 71 Things You Need to Know About the World","Vaclav Smil","8","3.85","6272","2020.0"
"The Truthful Art: Data, Charts, and Maps for Communication","Alberto Cairo","8","4.28","364","2016.0"
"Schaum's Outline of Probability and Statistics","Murray R. Spiegel","8","3.83","157","1975.0"
"Advanced Data Analysis from an Elementary Point of View","Cosma Rohilla Shalizi","8","4.42","12",""
"Causal Inference for Statistics, Social, and Biomedical Sciences: An Introduction","Guido W. Imbens","8","4.46","56","2014.0"
"Machine Learning with R","Brett Lantz","8","4.22","285","2015.0"
"Introduction to Meta-Analysis","Michael Borenstein","8","4.36","67","2009.0"
"Probabilistic Graphical Models: Principles and Techniques","Daphne Koller","8","4.18","249","2009.0"
"The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World","Pedro Domingos","8","3.76","5717","2015.0"
"Willful Ignorance: The Mismeasure of Uncertainty","Herbert I. Weisberg","8","4.1","59","2014.0"
"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die","Eric Siegel","8","3.67","2017","2013.0"
"The Rise of Statistical Thinking, 1820-1900","Theodore M. Porter","8","3.85","39","1986.0"
"Understanding Variation: The Key to Managing Chaos","Donald J. Wheeler","8","4.01","431","1993.0"
"Learning From Data: A Short Course","Yaser S. Abu-Mostafa","8","4.4","424","2012.0"
"Statistics and Data Analysis for Financial Engineering","David Ruppert","8","3.87","38","2010.0"
"The Science of Fear: Why We Fear the Things We Shouldn't--and Put Ourselves in Greater Danger","Daniel Gardner","8","3.97","5561","2008.0"
"Principles of Forecasting: A Handbook for Researchers and Practitioners","Jon Scott Armstrong","8","4.33","15","2001.0"
"The R Book","Michael J. Crawley","8","4.13","134","2007.0"
"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell","8","4.0","780326","2000.0"
"R in Action","Robert Kabacoff","8","4.2","259","2011.0"
"The Numbers Game: Baseball's Lifelong Fascination with Statistics","Alan Schwarz","8","3.98","1173","2004.0"
"Statistics: A Guide to the Unknown","Judith M. Tanur","8","4.29","7","1972.0"
"Applied Linear Statistical Models","Neter","8","4.17","64","1974.0"
"Intuitive Biostatistics","Harvey Motulsky","8","4.13","180","1995.0"
"Statistical Rules Of Thumb","Gerald van Belle","8","3.78","27","2002.0"
"Bad Science","Ben Goldacre","8","4.06","41656","2008.0"
"Generalized Linear Models","P. McCullagh","8","4.04","25","1983.0"
"Chances Are . . .: Adventures in Probability","Michael Kaplan","8","3.54","357","2003.0"
"Foundations of Statistical Natural Language Processing","Christopher D. Manning","8","4.15","249","1999.0"
"Visual Explanations","Edward R. Tufte","8","4.29","2995","1997.0"
"Probability and Measure","Patrick Billingsley","8","4.23","57","1979.0"
"An Introduction to Categorical Data Analysis","Alan Agresti","8","4.09","68","1996.0"
"Fundamentals of Biostatistics","Bernard Rosner","8","3.7","105","1982.0"
"The New Bill James Historical Baseball Abstract","Bill James","7","4.28","5606","1985.0"
"Schaum's Outline of Statistics","Larry J. Stephens","7","3.79","72","1961.0"
"The Hundred-Page Machine Learning Book","Andriy Burkov","7","4.28","976",""
"An Introduction to Statistical Methods and Data Analysis","R. Lyman Ott","7","3.61","82","1984.0"
"Introducing Statistics: A Graphic Guide","Eileen Magnello","7","3.44","364","2005.0"
"Statistical Inference as Severe Testing","Deborah G. Mayo","7","3.95","21",""
"Multivariate Data Analysis","Joseph F. Hair Jr.","7","4.08","171","1979.0"
"Foundations Of The Theory Of Probability","A.N. Kolmogorov","7","4.37","38","1933.0"
"The Numbers Game: Why Everything You Know About Soccer Is Wrong","Chris  Anderson","7","3.72","3035","2013.0"
"Numbersense: How to Use Big Data to Your Advantage","Kaiser Fung","7","3.51","152","2013.0"
"An Introduction to Generalized Linear Models","Annette J. Dobson","7","3.97","30","1990.0"
"Statistical Power Analysis for the Behavioral Sciences","Jacob Cohen","7","3.92","38","1977.0"
"An Accidental Statistician: The Life and Memories of George E. P. Box","George E.P. Box","7","3.75","36","2013.0"
"Data Analysis and Regression: A Second Course in Statistics","Frederick Mosteller","7","4.58","12","1977.0"
"An Introduction to Probability and Inductive Logic","Ian Hacking","7","3.83","149","2001.0"
"Probability and Random Processes","Geoffrey R. Grimmett","7","3.84","88","1982.0"
"The Taming Of Chance","Ian Hacking","7","3.86","210","1990.0"
"An Introduction to Stochastic Modeling","Howard M. Taylor","7","3.72","32","1984.0"
"Bayesian Computation with R","Jim Albert","7","3.44","41","2007.0"
"A Gentle Introduction to Stata","Alan C. Acock","7","3.49","94","2005.0"
"Testing Statistical Hypotheses","Erich L. Lehmann","7","3.47","15","1979.0"
"Predictably Irrational: The Hidden Forces That Shape Our Decisions","Dan Ariely","7","4.12","117917","2008.0"
"The Numbers Game: The Commonsense Guide to Understanding Numbers in the News, in Politics, and in Life","Michael Blastland","7","3.65","323","2008.0"
"Introductory Statistics","Prem S. Mann","7","3.78","166",""
"An Introduction to the Bootstrap","Bradley Efron","7","4.31","59","1993.0"
"Introduction to Bayesian Statistics","William M. Bolstad","7","3.69","52","2004.0"
"SPSS Survival Manual: A Step by Step Guide to Data Analysis Using SPSS for Windows","Julie Pallant","7","4.11","359","2001.0"
"Information is Beautiful","David McCandless","7","4.12","3333","2001.0"
"Theory of Point Estimation","Erich L. Lehmann","7","3.9","20","1991.0"
"Time Series Analysis: With Applications in R","Jonathan D. Cryer","7","3.59","46","2008.0"
"Statistical Methods for the Social Sciences","Alan Agresti","7","3.36","194","1986.0"
"Applied Econometric Time Series","Walter Enders","7","3.87","93","1994.0"
"Applied Linear Regression","Sanford Weisberg","7","3.28","32","1980.0"
"Common Errors in Statistics","Phillip I. Good","7","3.48","29","2003.0"
"Visualizing Data","William S. Cleveland","7","3.97","92","1993.0"
"Statistics Hacks: Tips & Tools for Measuring the World and Beating the Odds","Bruce B. Frey","7","3.59","111","1980.0"
"How to Read Numbers: A Guide to Stats in the News","Tom  Chivers","6","4.32","202","2021.0"
"Data Feminism","Catherine D’Ignazio","6","4.39","842","2020.0"
"Statistics in a Nutshell: A Desktop Quick Reference","Sarah Boslaugh","6","3.89","197","2008.0"
"Probability, Random Variables and Stochastic Processes with Errata Sheet","Athanasios Papoulis","6","4.24","136","2001.0"
"Statistics 101: From Data Analysis and Predictive Modeling to Measuring Distribution and Determining Probability, Your Essential Guide to Statistics","David Borman","6","2.78","85","2018.0"
"Humble Pi: A Comedy of Maths Errors","Matt    Parker","6","4.12","13937","2019.0"
"Fundamentals of Mathematical Statistics","S.C. Gupta","6","3.87","222",""
"Uncertainty: The Soul of Modeling, Probability & Statistics","William Briggs","6","4.04","23",""
"The Book of R: A First Course in Programming and Statistics","Tilman M. Davies","6","4.15","53","2015.0"
"Statistical Modeling: A Fresh Approach","Daniel T. Kaplan","6","4.03","30","2009.0"
"Spurious Correlations","Tyler Vigen","6","3.68","328","2015.0"
"A First Course in Bayesian Statistical Methods","Peter D. Hoff","6","4.02","40","2009.0"
"Risk Savvy: How to Make Good Decisions","Gerd Gigerenzer","6","4.02","1560","2013.0"
"Introductory Time Series with R","Paul S.P. Cowpertwait","6","3.92","62","2009.0"
"Chaos: Making a New Science","James Gleick","6","4.03","36627","1987.0"
"Statistical Methods for Psychology","David C. Howell","6","3.55","119",""
"The Grammar of Science","Karl Pearson","6","4.1","29",""
"Statistical Methods for Research Workers","Ronald A. Fisher","6","3.76","17","1925.0"
"Fisher, Neyman, and the Creation of Classical Statistics","Erich L. Lehmann","6","3.76","21","2011.0"
"The Theory of Gambling and Statistical Logic","Richard A. Epstein","6","3.52","40","1977.0"
"Introduction to Mediation, Moderation, and Conditional Process Analysis: A Regression-Based Approach","Andrew F. Hayes","6","4.44","97","2013.0"
"Even You Can Learn Statistics: A Guide for Everyone Who Has Ever Been Afraid of Statistics","David M. Levine","6","3.46","128","2004.0"
"Randomness","Deborah J. Bennett","6","3.41","105","1998.0"
"Turning Numbers into Knowledge: Mastering the Art of Problem Solving","Jonathan G. Koomey","6","3.87","1276","2003.0"
"Stat-Spotting: A Field Guide to Identifying Dubious Data","Joel Best","6","3.67","149","2008.0"
"John E. Freund's Mathematical Statistics with Applications","Irwin Miller","6","3.97","99","1998.0"
"Applied Regression Analysis","Norman R. Draper","6","3.83","35","1981.0"
"Introduction to Robust Estimation and Hypothesis Testing","Rand R. Wilcox","6","4.57","14","1997.0"
"Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists","Philipp K. Janert","6","4.07","312","2010.0"
"Introduction to Linear Regression Analysis","Douglas C. Montgomery","6","4.1","77","1981.0"
"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell","6","3.96","563593","2005.0"
"The Statistical Sleuth: A Course in Methods of Data Analysis","Fred L. Ramsey","6","3.77","65","1990.0"
"Probability And Statistics For Engineering And The Sciences","Jay L. Devore","6","3.45","187","1982.0"
"Mathematical Methods of Statistics","Harald Cramér","6","4.67","6","1945.0"
"R in a Nutshell: A Desktop Quick Reference","Joseph Adler","6","3.71","206","2009.0"
"A Modern Introduction to Probability and Statistics: Understanding Why and How","F.M. Dekking","6","3.74","54","2006.0"
"Statistics for Management and Economics","Gerald Keller","6","3.31","94","2008.0"
"Pattern Classification","David G. Stork","6","4.03","382","1973.0"
"The Wisdom of Crowds","James Surowiecki","6","3.81","23598","2004.0"
"Proofiness: The Dark Arts of Mathematical Deception","Charles Seife","6","3.67","1504","2010.0"
"Full House: The Spread of Excellence from Plato to Darwin","Stephen Jay Gould","6","3.97","2061","1996.0"
"Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence","Judith D. Singer","6","4.21","82","2003.0"
"Foundations of Modern Probability","Olav Kallenberg","6","4.12","34","1997.0"
"Choosing And Using Statistics: A Biologist's Guide","Calvin Dytham","6","4.04","57","1998.0"
"The Averaged American: Surveys, Citizens, and the Making of a Mass Public","Sarah E. Igo","6","3.67","129","2007.0"
"Statistics: An Introduction Using R","Michael J. Crawley","6","3.78","114","2005.0"
"Bayes Rules!: An Introduction to Applied Bayesian Modeling","Alicia A Johnson","5","4.5","8",""
"Hands-On Machine Learning with Scikit-Learn and TensorFlow","Aurélien Géron","5","4.56","2168","2017.0"
"Science Fictions: The Epidemic of Fraud, Bias, Negligence and Hype in Science","Stuart Ritchie","5","4.41","1566","2020.0"
"Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models","Jim Frost","5","4.35","26",""
"Introduction to Statistics and Data Analysis: With Exercises, Solutions and Applications in R","Christian Heumann","5","4.33","9",""
"The Geometry of Multivariate Statistics","Thomas D. Wickens","5","4.19","16","1994.0"
"Statistics for Machine Learning","Pratap Dangeti","5","3.58","24",""
"Understanding Statistics in the Behavioral Sciences","Robert R. Pagano","5","3.38","76","1990.0"
"The Functional Art: An Introduction to Information Graphics and Visualization","Alberto Cairo","5","4.19","756","2011.0"
"Observation and Experiment: An Introduction to Causal Inference","Paul R. Rosenbaum","5","4.37","38",""
"Elementary Statistics","Mario F. Triola","5","3.44","356","1983.0"
"Oxford Dictionary of Statistics","Graham J.G. Upton","5","3.95","19","2002.0"
"Business Statistics: Contemporary Decision Making","Ken Black","5","3.92","118","1991.0"
"How to Solve It: A New Aspect of Mathematical Method","George Pólya","5","4.15","4502","1944.0"
"Understanding Machine Learning","Shai Shalev-Shwartz","5","4.2","108","2014.0"
"The Undoing Project: A Friendship That Changed Our Minds","Michael   Lewis","5","3.98","55827","2016.0"
"Introduction to the New Statistics: Estimation, Open Science, and Beyond","Geoff Cumming","5","5.0","6",""
"Everydata: The Misinformation Hidden in the Little Data You Consume Every Day","John H. Johnson","5","3.48","329","2016.0"
"Elementary Statistics: A Step by Step Approach","Allan G. Bluman","5","3.52","203","1992.0"
"Learning Statistics with R: a tutorial for psychology students and other beginners","Daniel Navarro","5","4.06","33",""
"Modern Mathematical Statistics with Applications","Jay L. Devore","5","3.85","46","2006.0"
"Probability Theory: A Comprehensive Course","Achim Klenke","5","4.6","15","2006.0"
"Time Series Analysis and Its Applications","Robert H. Shumway","5","4.06","16","2010.0"
