"Title","Author","Shelved","Avg. Rating","Ratings","Year"
"Wired for Story: The Writer's Guide to Using Brain Science to Hook Readers from the Very First Sentence","Lisa Cron","836","4.21","4529","2012.0"
"Save the Cat! Writes a Novel","Jessica Brody","823","4.52","8399","2018.0"
"Big Magic: Creative Living Beyond Fear","Elizabeth Gilbert","783","3.95","192620","2015.0"
"Stein on Writing: A Master Editor of Some of the Most Successful Writers of Our Century Shares His Craft Techniques and Strategies","Sol Stein","768","4.27","4340","1995.0"
"Story Genius: How to Use Brain Science to Go Beyond Outlining and Write a Riveting Novel","Lisa Cron","755","4.22","4167","2016.0"
"The Art of Fiction: Notes on Craft for Young Writers","John Gardner","716","4.0","5845","1984.0"
"Characters and Viewpoint","Orson Scott Card","705","4.04","4542","1988.0"
"Outlining Your Novel: Map Your Way to Success","K.M. Weiland","692","4.11","4405","2011.0"
"Writing the Breakout Novel","Donald Maass","636","4.07","3905","2001.0"
"Becoming a Writer","Dorothea Brande","618","3.99","5898","1934.0"
"Steal Like an Artist: 10 Things Nobody Told You About Being Creative","Austin Kleon","605","3.96","264074","2012.0"
"Story Engineering: Character Development, Story Concept, Scene Construction","Larry Brooks","599","4.1","3075","2011.0"
"How to Write Science Fiction & Fantasy","Orson Scott Card","593","3.91","4608","1990.0"
"The Right to Write: An Invitation and Initiation Into the Writing Life","Julia Cameron","585","4.05","6049","1998.0"
"Wonderbook: The Illustrated Guide to Creating Imaginative Fiction","Jeff VanderMeer","567","4.35","3643","2013.0"
"Wild Mind: Living the Writer's Life","Natalie Goldberg","556","4.14","6312","1990.0"
"On Writing","Ernest Hemingway","542","4.04","4007","1984.0"
"The First Five Pages: A Writer's Guide To Staying Out of the Rejection Pile","Noah Lukeman","536","3.97","3486","2000.0"
"The Hero With a Thousand Faces","Joseph Campbell","531","4.14","38645","1949.0"
"2,000 to 10,000: How to Write Faster, Write Better, and Write More of What You Love","Rachel Aaron","517","4.18","4365","2012.0"
"Structuring Your Novel: Essential Keys for Writing an Outstanding Story","K.M. Weiland","516","4.32","3009","2013.0"
"Creating Character Arcs: The Masterful Author's Guide to Uniting Story Structure, Plot, and Character Development","K.M. Weiland","501","4.32","2816","2016.0"
"Screenplay: The Foundations of Screenwriting","Syd Field","474","3.98","7366","1979.0"
"Letters to a Young Poet","Rainer Maria Rilke","472","4.3","74588","1929.0"
"A Room of One's Own","Virginia Woolf","471","4.2","173123","1928.0"
"The Art of Memoir","Mary Karr","466","4.13","6875","2015.0"
"Writing Fiction: A Guide to Narrative Craft","Janet Burroway","463","4.1","3201","1987.0"
"Dreyer's English: An Utterly Correct Guide to Clarity and Style","Benjamin Dreyer","463","4.35","8052","2019.0"
"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","George Saunders","454","4.55","13993","2021.0"
"Draft No. 4: On the Writing Process","John McPhee","449","4.1","3482","2013.0"
"Beginnings, Middles & Ends","Nancy Kress","443","3.98","2426","1992.0"
"Why I Write","George Orwell","436","4.02","10915","1946.0"
"How Not to Write a Novel: 200 Classic Mistakes and How to Avoid Them—A Misstep-by-Misstep Guide","Howard Mittelmark","430","4.0","3778","2008.0"
"Characters, Emotion & Viewpoint: Techniques and Exercises for Crafting Dynamic Characters and Effective Viewpoints","Nancy Kress","417","4.04","2081","2005.0"
"How Fiction Works","James  Wood","406","4.0","6800","2008.0"
"On Becoming a Novelist","John Gardner","403","4.1","2883","1983.0"
"If You Want to Write: A Book about Art, Independence and Spirit","Brenda Ueland","394","4.12","8113","1938.0"
"Everybody Writes: Your Go-To Guide to Creating Ridiculously Good Content","Ann Handley","387","3.96","5326","2014.0"
"Still Writing: The Perils and Pleasures of a Creative Life","Dani Shapiro","380","4.19","4182","2013.0"
"Several Short Sentences About Writing","Verlyn Klinkenborg","380","4.13","2526","2012.0"
"The Forest for the Trees","Betsy Lerner","380","3.95","2999","2000.0"
"The Emotional Craft of Fiction: How to Write with Emotional Power, Develop Achingly Real Characters, Move Your Readers, and Create Riveting Moral Stakes","Donald Maass","379","4.33","1938","2016.0"
"Aspects of the Novel","E.M. Forster","379","3.81","4243","1927.0"
"Hooked: Write Fiction That Grabs Readers at Page One & Never Lets Them Go","Les Edgerton","374","4.0","1868","2007.0"
"Take Off Your Pants! Outline Your Books for Faster, Better Writing","Libbie Hawker","371","4.24","3029","2015.0"
"The Fire in Fiction: Passion, Purpose and Techniques to Make Your Novel Great","Donald Maass","371","4.16","1728","2009.0"
"The Art of Dramatic Writing: Its Basis in the Creative Interpretation of Human Motives","Lajos Egri","359","4.17","2896","1942.0"
"The Negative Trait Thesaurus: A Writer's Guide to Character Flaws","Angela Ackerman","357","4.59","1704","2013.0"
"Write Your Novel From the Middle: A New Approach for Plotters, Pantsers and Everyone in Between","James Scott Bell","356","4.2","2494","2014.0"
"Revision & Self-Editing: Techniques for Transforming Your First Draft Into a Finished Novel","James Scott Bell","356","4.19","1650","2008.0"
"Sin and Syntax: How to Craft Wickedly Effective Prose","Constance Hale","356","3.94","2201","1999.0"
"20 Master Plots: And How to Build Them","Ronald B. Tobias","355","3.8","2388","1993.0"
"How to Write a Sentence: And How to Read One","Stanley Fish","351","3.47","2999","2011.0"
"Style: Toward Clarity and Grace","Joseph M. Williams","350","4.21","1862","1981.0"
"Negotiating with the Dead: A Writer on Writing","Margaret Atwood","332","3.91","4273","2002.0"
"A Poetry Handbook","Mary Oliver","328","4.2","6998","1994.0"
"The Courage to Write: How Writers Transcend Fear","Ralph Keyes","326","4.02","1921","1995.0"
"It Was The Best Of Sentences, It Was The Worst Of Sentences: A Writer's Guide To Crafting Killer Sentences","June Casagrande","325","4.15","1377","2010.0"
"The Art of War for Writers: Fiction Writing Strategies, Tactics, and Exercises","James Scott Bell","318","4.2","1568","2009.0"
"The Story Grid: What Good Editors Know","Shawn Coyne","315","4.34","1638","2015.0"
"The Elements of Eloquence: How to Turn the Perfect English Phrase","Mark Forsyth","310","4.35","5993","2013.0"
"The Positive Trait Thesaurus: A Writer's Guide to Character Attributes","Angela Ackerman","309","4.61","1454","2013.0"
"How to Write a Lot: A Practical Guide to Productive Academic Writing","Paul J. Silvia","307","4.07","4155","2007.0"
"You Are A Writer","Jeff Goins","307","3.81","3472","2012.0"
"Techniques of the Selling Writer","Dwight V. Swain","307","4.32","1477","1965.0"
"How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling","James N. Frey","307","3.86","2576","1987.0"
"Into the Woods: A Five Act Journey Into Story","John Yorke","300","4.23","3243","2013.0"
"Daily Rituals: How Artists Work","Mason Currey","299","3.65","18297","2013.0"
"Writing Magic: Creating Stories that Fly","Gail Carson Levine","298","4.15","3059","2006.0"
"How to Write Dazzling Dialogue: The Fastest Way to Improve Any Manuscript","James Scott Bell","295","4.17","1852","2014.0"
"Scene & Structure","Jack M. Bickham","290","4.1","1468","1993.0"
"45 Master Characters: Mythic Models for Creating Original Characters","Victoria Lynn Schmidt","283","3.91","1354","2001.0"
"Write. Publish. Repeat.","Sean Platt","282","4.29","2767","2013.0"
"Consider This: Moments in My Writing Life After Which Everything Was Different","Chuck Palahniuk","275","4.38","4087","2020.0"
"Craft in the Real World: Rethinking Fiction Writing and Workshopping","Matthew Salesses","272","4.52","1613","2021.0"
"What If?: Writing Exercises for Fiction Writers","Anne Bernays","267","3.89","1813","1990.0"
"The 3 A.M. Epiphany","Brian Kiteley","264","4.1","1065","2005.0"
"They Say / I Say: The Moves That Matter in Academic Writing","Gerald Graff","260","3.8","5203","2006.0"
"The Plot Whisperer: Secrets of Story Structure Any Writer Can Master","Martha Alderson","258","4.03","1105","2011.0"
"Gotham Writers' Workshop: Writing Fiction: The Practical Guide From New York's Acclaimed Creative Writing School","Alexander Steele","256","4.2","1952","2003.0"
"Romancing the Beat: Story Structure for Romance Novels","Gwen Hayes","255","4.41","2770","2016.0"
"What I Talk About When I Talk About Running","Haruki Murakami","253","3.87","145787","2007.0"
"The Chicago Manual of Style","University of Chicago Press","252","4.26","5156","1906.0"
"The Science of Storytelling","Will Storr","252","4.07","3928","2019.0"
"Woe Is I: The Grammarphobe's Guide to Better English in Plain English","Patricia T. O'Conner","252","3.94","4255","1996.0"
"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","249","4.17","8770","2017.0"
"Writing to Learn: How to Write--And Think--Clearly about Any Subject at All","William Zinsser","245","3.9","1140","1988.0"
"Good Prose: The Art of Nonfiction","Tracy Kidder","244","3.92","1360","2013.0"
"5,000 Words Per Hour: Write Faster, Write Smarter","Chris  Fox","243","4.2","2386","2015.0"
"How to Write a Novel Using the Snowflake Method","Randy Ingermanson","239","4.24","2473","2014.0"
"Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered","Austin Kleon","239","4.11","44685","2014.0"
"The Complete Handbook Of Novel Writing: Everything You Need To Know About Creating & Selling Your Work","Writer's Digest Books","239","3.99","946","1992.0"
"The Situation and the Story: The Art of Personal Narrative","Vivian Gornick","238","3.91","2099","2001.0"
"Dialogue: Techniques and Exercises for Crafting Effective Dialogue","Gloria Kempton","234","3.96","1055","2004.0"
"Conflict and Suspense","James Scott Bell","231","4.26","855","2011.0"
"The Craft of Research","Wayne C. Booth","231","3.91","3858","1995.0"
"Description & Setting","Ron Rozelle","231","4.01","899","2005.0"
"Make a Scene: Crafting a Powerful Story One Scene at a Time","Jordan E. Rosenfeld","230","4.08","1123","2007.0"
"The Creative Habit: Learn It and Use It for Life","Twyla Tharp","229","4.06","35426","2003.0"
"A Writer's Diary","Virginia Woolf","224","4.16","5654","1953.0"
"The Writer's Idea Book","Jack Heffron","224","3.87","1086","2000.0"
"Write Away: One Novelist's Approach to Fiction and the Writing Life","Elizabeth  George","224","3.96","1383","2004.0"
"The Making of a Story: A Norton Guide to Writing Fiction and Nonfiction","Alice LaPlante","223","4.22","1075","2009.0"
"The Seven Basic Plots: Why We Tell Stories","Christopher Booker","220","3.78","1460","2004.0"
"Writing 21st Century Fiction: High Impact Techniques for Exceptional Storytelling","Donald Maass","219","4.36","808","2012.0"
"The Plot Thickens: 8 Ways to Bring Fiction to Life","Noah Lukeman","218","3.83","1088","2002.0"
"Old Friend from Far Away: The Practice of Writing Memoir","Natalie Goldberg","217","4.17","1654","2002.0"
"Telling True Stories: A Nonfiction Writers' Guide from the Nieman Foundation at Harvard University","Mark Kramer","217","4.07","1246","2007.0"
"Nobody Wants to Read Your Sh*t: Why That Is And What You Can Do About It","Steven Pressfield","214","4.21","2181","2016.0"
"How to Read Literature Like a Professor","Thomas C. Foster","213","3.63","27731","2003.0"
"Spunk & Bite: A Writer's Guide to Punchier, More Engaging Language & Style","Arthur Plotnik","213","3.91","952","2005.0"
"100 Ways to Improve Your Writing: Proven Professional Techniques for Writing With Style and Power","Gary Provost","209","4.04","1143","1985.0"
"Meander, Spiral, Explode: Design and Pattern in Narrative","Jane Alison","208","4.11","1322","2019.0"
"Plot","Ansen Dibell","208","3.88","852","1988.0"
"How to Write Short: Word Craft for Fast Times","Roy Peter Clark","208","3.78","1045","2013.0"
"How to Read a Book: The Classic Guide to Intelligent Reading","Mortimer J. Adler","208","3.98","22586","1940.0"
"This Year You Write Your Novel","Walter Mosley","208","3.75","1822","2007.0"
"5 Secrets of Story Structure: How to Write a Novel That Stands Out","K.M. Weiland","207","4.24","1243",""
"GMC: Goal, Motivation and Conflict: The Building Blocks of Good Fiction","Debra Dixon","203","4.43","1115","1999.0"
"Telling Lies for Fun & Profit","Lawrence Block","202","4.12","1081","1981.0"
"The Emotional Wound Thesaurus: A Writer's Guide to Psychological Trauma","Angela Ackerman","201","4.7","984","2017.0"
"Letters to a Young Writer: Some Practical and Philosophical Advice","Colum McCann","201","4.19","1917","2017.0"
"A Writer's Book of Days: A Spirited Companion and Lively Muse for the Writing Life","Judy Reeves","197","4.18","1041","1999.0"
"Story Structure Architect","Victoria Lynn Schmidt","197","3.84","878","2005.0"
"How to Grow a Novel: The Most Common Mistakes Writers Make and How to Overcome Them","Sol Stein","196","4.05","792","1999.0"
"Dialogue: The Art of Verbal Action for Page, Stage, and Screen","Robert McKee","195","4.32","1271","2016.0"
"250 Things You Should Know About Writing","Chuck Wendig","194","4.01","1532","2011.0"
"Bullies, Bastards and Bitches: How to Write the Bad Guys of Fiction","Jessica Page Morrell","194","3.96","660","2008.0"
"Poetics","Aristotle","192","3.83","22712","-335.0"
"Grammar Girl's Quick and Dirty Tips for Better Writing","Mignon Fogarty","191","4.26","2181","2008.0"
"Making a Literary Life: Advice for Writers and Other Dreamers","Carolyn See","191","3.99","1376","2002.0"
"Writing the Other","Nisi Shawl","190","4.17","783","2007.0"
"Poemcrazy: Freeing Your Life with Words","Susan Goldsmith Wooldridge","190","4.16","2466","1996.0"
"A Manual for Writers of Research Papers, Theses, and Dissertations: Chicago Style for Students and Researchers","Kate L. Turabian","189","3.98","2941","1955.0"
"Do the Work","Steven Pressfield","187","3.96","19382","2011.0"
"From Where You Dream: The Process of Writing Fiction","Robert Olen Butler","186","3.94","1413","2005.0"
"Emotion Amplifiers","Angela Ackerman","185","4.4","1244","2014.0"
"The Artful Edit: On the Practice of Editing Yourself","Susan Bell","184","4.02","923","2007.0"
"The Wave in the Mind: Talks and Essays on the Writer, the Reader and the Imagination","Ursula K. Le Guin","183","4.33","2114","2004.0"
"Storycraft: The Complete Guide to Writing Narrative Nonfiction","Jack R. Hart","182","4.26","853","2011.0"
"Elmore Leonard's 10 Rules of Writing","Elmore Leonard","178","3.85","1940","2006.0"
"Thunder and Lightning: Cracking Open the Writer's Craft","Natalie Goldberg","178","4.02","1320","2000.0"
"The Modern Library Writer's Workshop: A Guide to the Craft of Fiction","Stephen Koch","177","4.27","875","2003.0"
"لماذا نكتب؟ عشرون من الكتاب الناجحين يجيبون على أسئلة الكتابة","Meredith Maran","177","3.9","2651","2013.0"
"What It Is","Lynda Barry","177","4.14","20577","2008.0"
"Art Matters","Neil Gaiman","176","4.29","15788","2018.0"
"Walking on Water: Reflections on Faith and Art","Madeleine L'Engle","176","4.23","8772","1980.0"
"Between You & Me: Confessions of a Comma Queen","Mary Norris","175","3.6","6142","2015.0"
"Write Good or Die","Scott Nicholson","173","3.54","1850","2010.0"
"Dynamic Characters: How to Create Personalities That Keep Readers Captivated","Nancy Kress","173","4.11","538","1998.0"
"How to Write an Autobiographical Novel","Alexander Chee","171","4.41","9663","2018.0"
"Getting Into Character: Seven Secrets a Novelist Can Learn from Actors","Brandilyn Collins","171","4.16","488","2002.0"
"Turning Pro","Steven Pressfield","169","4.15","11838","2012.0"
"The Weekend Novelist","Robert J. Ray","168","3.68","525","1993.0"
"Description","Monica Wood","167","4.05","570","1995.0"
"Writing the Breakout Novel Workbook: Hands-On Help for Making Your Novel Stand Out and Succeed","Donald Maass","166","4.27","858","2004.0"
"Scratch: Writers, Money, and the Art of Making a Living","Manjula Martin","163","3.8","1090","2017.0"
"To Show and to Tell: The Craft of Literary Nonfiction","Phillip Lopate","163","3.96","919","2013.0"
"Working: Researching, Interviewing, Writing","Robert A. Caro","162","4.43","5346","2019.0"
"One Writer's Beginnings","Eudora Welty","162","4.06","3554","1983.0"
"The Poet's Companion: A Guide to the Pleasures of Writing Poetry","Kim Addonizio","161","4.12","2074","1997.0"
"Word Painting: A Guide to Writing More Descriptively","Rebecca McClanahan","160","4.11","773","2014.0"
"The True Secret of Writing: Connecting Life with Language","Natalie Goldberg","160","3.92","1549","2013.0"
"The Art of the Novel","Milan Kundera","160","3.98","5867","1986.0"
"Page After Page: Discover the Confidence & Passion You Need to Start Writing & Keep Writing","Heather Sellers","160","4.11","632","2004.0"
"The Ode Less Travelled: Unlocking the Poet Within","Stephen Fry","160","4.06","3566","2005.0"
"The Kick-Ass Writer: 1001 Ways to Write Great Fiction, Get Published, and Earn Your Audience","Chuck Wendig","157","4.15","856","2013.0"
"The Memoir Project: A Thoroughly Non-Standardized Text for Writing  Life","Marion Roach Smith","157","4.32","1327","2011.0"
"Art and Fear: Observations on the Perils","David Bayles","157","3.76","84829","1993.0"
"Daemon Voices","Philip Pullman","156","4.14","2127","2017.0"
"The Secrets of Story: Innovative Tools for Perfecting Your Fiction and Captivating Readers","Matt Bird","156","4.42","765","2016.0"
"MLA Handbook for Writers of Research Papers","Joseph Gibaldi","156","3.82","3807","1977.0"
"Making Shapely Fiction","Jerome Stern","156","3.97","1096","1991.0"
"Sometimes the Magic Works: Lessons from a Writing Life","Terry Brooks","156","4.15","1596","2003.0"
"First You Write a Sentence.: The Elements of Reading, Writing … and Life","Joe Moran","155","4.1","1029","2018.0"
"The Pocket Muse: Ideas and Inspirations for Writing","Monica Wood","154","4.0","1105","2002.0"
"The Art of Subtext: Beyond Plot","Charles Baxter","154","4.04","1099","2007.0"
"Outlining Your Novel Workbook: Step-by-Step Exercises for Planning Your Best Book","K.M. Weiland","153","4.39","758","2014.0"
"A Moveable Feast","Ernest Hemingway","152","4.03","139296","1964.0"
"Adventures in the Screen Trade","William Goldman","151","4.1","7197","1983.0"
"The Art of Character: Creating Memorable Characters for Fiction, Film, and TV","David Corbett","150","4.29","551","2013.0"
"Conflict, Action and Suspense","William Noble","150","3.84","542","1994.0"
"Fiction Writer's Workshop","Josip Novakovich","150","3.97","907","1995.0"
"Invisible Ink: A Practical Guide to Building Stories That Resonate","Brian  McDonald","148","4.41","1357","2010.0"
"Understanding Comics: The Invisible Art","Scott McCloud","148","4.0","117939","1993.0"
"Naming the World: And Other Exercises for the Creative Writer","Bret Anthony Johnston","148","4.16","455","2008.0"
"Damn Fine Story: Mastering the Tools of a Powerful Narrative","Chuck Wendig","147","4.4","1145","2017.0"
"Writing Alone and with Others","Pat Schneider","147","4.24","627","2003.0"
"The Screenwriter's Bible: A Complete Guide to Writing, Formatting, and Selling Your Script","David Trottier","146","4.18","1847","1994.0"
"How I Write: Secrets of a Bestselling Author","Janet Evanovich","146","3.77","2257","2006.0"
"The Power of Myth","Joseph Campbell","143","4.26","49047","1988.0"
"Writing Past Dark: Envy, Fear, Distraction and Other Dilemmas in the Writer's Life","Bonnie Friedman","143","3.77","508","1993.0"
"The Storytelling Animal: How Stories Make Us Human","Jonathan Gottschall","142","3.71","5904","2012.0"
"Tell It Slant: Writing and Shaping Creative Nonfiction","Brenda Miller","142","4.07","1083","2003.0"
"13 Ways of Looking at the Novel","Jane Smiley","142","3.81","1119","2005.0"
"Novelist as a Vocation","Haruki Murakami","141","3.89","7531","2015.0"
"How to Write a Thesis","Umberto Eco","141","3.93","3738","1977.0"
"Wordsmithy: Hot Tips for the Writing Life","Douglas Wilson","140","4.46","1182","2011.0"
"Writing Great Fiction: Storytelling Tips and Techniques","James Hynes","139","4.18","1366","2014.0"
"Stylish Academic Writing","Helen Sword","138","4.08","880","2012.0"
"Writers on Writing: Collected Essays from The New York Times","The New York Times","138","3.87","672","2001.0"
"Artful Sentences: Syntax as Style","Virginia Tufte","138","4.04","465","2006.0"
"The Copywriter's Handbook: A Step-By-Step Guide to Writing Copy That Sells","Robert W. Bly","137","3.92","5633","1985.0"
"The Art of Slow Writing: Reflections on Time, Craft, and Creativity","Louise DeSalvo","137","4.26","595","2014.0"
"The Glamour of Grammar: A Guide to the Magic and Mystery of Practical English","Roy Peter Clark","137","3.84","1140","2010.0"
"The Copyeditor's Handbook: A Guide for Book Publishing and Corporate Communications, with Exercises and Answer Keys","Amy Einsohn","137","4.23","1389","2000.0"
"Manuscript Makeover: Revision Techniques No Fiction Writer Can Afford to Ignore","Elizabeth Lyon","137","4.17","444","2008.0"
"Immediate Fiction: A Complete Writing Course","Jerry Cleaver","137","4.13","729","2002.0"
"The View from the Cheap Seats: Selected Nonfiction","Neil Gaiman","136","3.96","15306","2016.0"
"Story Trumps Structure: How to Write Unforgettable Fiction by Breaking the Rules","Steven James","136","4.39","657","2013.0"
"The Faith of a Writer: Life, Craft, Art","Joyce Carol Oates","136","3.79","1194","2003.0"
"Burning Down the House: Essays on Fiction","Charles Baxter","135","4.13","1391","1997.0"
"You Can't Make This Stuff Up: The Complete Guide to Writing Creative Nonfiction -- from Memoir to Literary Journalism and Everything in Between","Lee Gutkind","134","3.98","917","2012.0"
"The Art of Fiction: Illustrated from Classic and Modern Texts","David Lodge","134","3.93","2652","1992.0"
"The 38 Most Common Fiction Writing Mistakes","Jack M. Bickham","134","3.78","980","1992.0"
"Writing with Power: Techniques for Mastering the Writing Process","Peter Elbow","134","3.89","597","1981.0"
"The Triggering Town: Lectures and Essays on Poetry and Writing","Richard Hugo","134","4.17","2855","1978.0"
"Writing as a Way of Healing: How Telling Our Stories Transforms Our Lives","Louise DeSalvo","133","4.16","902","1999.0"
"The Art of the Personal Essay: An Anthology from the Classical Era to the Present","Phillip Lopate","132","4.2","2313","1994.0"
"Clear and Simple as the Truth: Writing Classic Prose","Francis-Noel Thomas","132","4.08","402","1994.0"
"Plotting and Writing Suspense Fiction","Patricia Highsmith","131","3.76","1320","1966.0"
"2012 Writer's Market","Robert Lee Brewer","130","4.19","1521","2006.0"
"Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling","Matthew Dicks","130","4.29","3828","2018.0"
"The Art of X-Ray Reading","Roy Peter Clark","130","4.03","815","2016.0"
"The Getaway Car: A Practical Memoir About Writing and Life","Ann Patchett","130","4.18","1997","2011.0"
"Exercises in Style","Raymond Queneau","129","4.06","10553","1947.0"
"The Business of Being a Writer","Jane Friedman","128","4.45","648","2018.0"
"Politics and the English Language","George Orwell","128","4.31","6632","1946.0"
"Writing for Emotional Impact: Advanced Dramatic Techniques to Attract, Engage, and Fascinate the Reader from Beginning to End","Karl Iglesias","128","4.27","573","2005.0"
"On Writing","Eudora Welty","128","4.02","573","2002.0"
"Building Great Sentences: How to Write the Kinds of Sentences You Love to Read","Brooks Landon","127","4.04","670","2013.0"
"Million Dollar Outlines","David Farland","127","4.16","779","2013.0"
"Story Physics: Harnessing the Underlying Forces of Storytelling","Larry Brooks","127","3.92","459","2013.0"
"Let's Get Digital: How to Self-Publish, and Why You Should","David Gaughran","127","4.35","1886","2011.0"
"The Guide to Writing Fantasy and Science Fiction: 6 Steps to Writing and Publishing Your Bestseller!","Philip Athans","126","3.9","674","2010.0"
"Book in a Month: The Fool-Proof System for Writing a Novel in 30 Days","Victoria Lynn Schmidt","126","3.82","536","2008.0"
"The Portable MFA in Creative Writing","The New York Writers Workshop","126","3.85","594","2006.0"
"Chapter After Chapter: Discover the Dedication & Focus You Need to Write the Book of Your Dreams","Heather Sellers","125","4.17","421","2006.0"
"The Deluxe Transitive Vampire: The Ultimate Handbook of Grammar for the Innocent, the Eager, and the Doomed","Karen Elizabeth Gordon","124","4.09","1485","1984.0"
"How to Be a Writer: Building Your Creative Skills Through Practice and Play","Barbara Baig","124","3.77","346","2010.0"
"The Poetry Home Repair Manual: Practical Advice for Beginning Poets","Ted Kooser","124","4.14","1819","2005.0"
"Before and After the Book Deal: A Writer’s Guide to Finishing, Publishing, Promoting, and Surviving Your First Book","Courtney Maum","123","4.62","992","2020.0"
"Handling the Truth: On the Writing of Memoir","Beth Kephart","123","4.17","611","2013.0"
"Help! For Writers: 210 Solutions to the Problems Every Writer Faces","Roy Peter Clark","123","3.92","382","2011.0"
"Writing to Change the World","Mary Pipher","123","3.96","916","2006.0"
"Writer to Writer: From Think to Ink","Gail Carson Levine","122","4.01","656","2014.0"
"The Subversive Copy Editor: Advice from Chicago","Carol Fisher Saller","122","4.21","1565","2009.0"
"How to Write a Damn Good Novel, II: Advanced Techniques for Dramatic Storytelling","James N. Frey","121","4.04","674","1994.0"
"Pen on Fire: A Busy Woman's Guide to Igniting the Writer Within","Barbara DeMarco-Barrett","120","4.02","540","2004.0"
"The Practice of Poetry: Writing Exercises From Poets Who Teach","Robin Behn","120","4.05","1223","1992.0"
"Ursula K. Le Guin: Conversations on Writing","Ursula K. Le Guin","119","4.28","1578","2018.0"
"The Writer's Guide to Character Traits: Includes Profiles of Human Behaviors and Personality Types","Linda N. Edelstein","119","3.91","1227","1999.0"
"Getting the Words Right","Theodore A. Rees Cheney","119","4.05","364","1983.0"
"Lifelong Writing Habit: The Secret to Writing Every Day","Chris  Fox","118","4.19","1012","2015.0"
"How to Make a Living with Your Writing: Books, Blogging and More","Joanna Penn","118","4.14","1069","2015.0"
"The 90-Day Novel: Unlock the story within","Alan  Watt","118","3.92","594","2010.0"
"The Midnight Disease: The Drive to Write, Writer's Block, and the Creative Brain","Alice W. Flaherty","118","3.9","766","2004.0"
"Take Joy: A Writer's Guide to Loving the Craft","Jane Yolen","118","4.05","501","2003.0"
"Writing Your Dissertation in Fifteen Minutes a Day","Joan Bolker","118","3.82","1416","1998.0"
"Save the Cat! Goes to the Movies: The Screenwriter's Guide to Every Story Ever Told","Blake Snyder","117","4.0","1575","2007.0"
"World-Building","Stephen L. Gillett","117","3.9","391","1996.0"
"Writing from the Inside Out: Transforming Your Psychological Blocks to Release the Writer Within","Dennis Palumbo","117","4.08","412","2000.0"
"Complete Writer's Guide to Heroes and Heroines: Sixteen Master Archetypes","Tami D. Cowden","117","4.05","494","2000.0"
"Writing for Story: Craft Secrets of Dramatic Nonfiction","Jon Franklin","117","4.06","483","1986.0"
"Mystery and Manners: Occasional Prose","Flannery O'Connor","116","4.28","3499","1969.0"
"The Opposite of Fate: Memories of a Writing Life","Amy Tan","116","3.93","8203","2003.0"
